dz_2011_code,ratio_dz_intersection_com
S01007303,0.4937175
S01007304,0.8409253
S01007305,0.6037141
S01007308,0.1194082
S01010521,0.0655073
S01010524,0.2798494
S01010525,0.7652344
S01010526,1
S01010527,1
S01012017,0.0241713
